,sla,lnm,lls,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
10,0.0177510893675,29.4784845585,0.300420218163,1232.21484375,1206.31994629,1168.86608887,1226.94287109,1271.62963867,1154.9354248,1092.87426758,1127.38269043,1338.70336914,1130.66821289,1206.81591797,1177.34362793,1411.45043945,1150.17895508,1086.53710938
11,0.0272479748319,39.5227644554,1.77662503639,1118.5859375,1048.3963623,1003.32629395,1094.87854004,1162.85180664,1045.00537109,995.880859375,979.110351562,1120.77978516,1044.34985352,1161.97033691,1031.32849121,1173.66516113,1017.67687988,1019.94909668
12,0.049572339236,21.019399916,0.496801275423,892.233947754,895.925537109,808.93963623,837.526733398,899.32824707,885.828857422,873.809143066,834.260131836,832.637939453,820.123535156,949.733398438,858.96875,970.301025391,838.14831543,791.621887207
13,0.018737584235,35.8953106538,1.04686539094,1129.87402344,1087.05932617,1004.28100586,1083.41479492,1152.36816406,1071.43444824,1065.29577637,1030.4732666,1067.60461426,1030.9440918,1192.29455566,1060.57287598,1226.12756348,1021.40789795,1003.18676758
14,0.0364853914985,18.4322860102,0.137743791454,1019.51678467,987.71685791,917.723266602,971.483093262,1042.20141602,973.148986816,946.451904297,905.022949219,974.806396484,933.766845703,1073.25354004,966.056945801,1084.87365723,923.285766602,905.960693359
15,0.0297308204679,34.778061863,1.26701809575,1242.49560547,1179.40185547,1124.75488281,1226.46044922,1296.79138184,1155.14025879,1106.28100586,1110.37841797,1252.48449707,1147.21411133,1288.85876465,1161.23278809,1338.41540527,1132.00512695,1124.46325684
16,0.0250385345389,27.2902856522,0.509931005088,967.630249023,961.599060059,870.382080078,911.426513672,981.877075195,949.833374023,935.97454834,893.056152344,904.169555664,889.301391602,1027.2421875,923.967407227,1049.41357422,898.903381348,858.225952148
17,0.0328808067976,15.6931902765,0.169924971627,1137.70068359,1084.07873535,1018.6673584,1101.52783203,1177.8034668,1072.57861328,1019.64331055,996.767456055,1113.34875488,1047.45300293,1192.00610352,1061.29443359,1203.03686523,1029.6640625,1024.3034668
18,0.0126659852572,25.3647686027,0.30293414736,1252.76977539,1200.12475586,1153.03735352,1243.91577148,1298.37780762,1142.79589844,1097.39550781,1140.95532227,1327.06469727,1142.82861328,1251.93395996,1186.0859375,1387.73388672,1147.54870605,1120.14001465
19,0.0419004837463,15.0923782513,0.786566236945,1133.62084961,1072.5802002,1076.38818359,1191.45397949,1217.73608398,1074.2199707,1012.19873047,1036.82495117,1246.98242188,1096.96838379,1152.56481934,1045.79467773,1266.37548828,1113.78613281,1066.48913574
20,0.0234294918057,31.8722988166,0.887469332205,1263.18286133,1203.54016113,1152.4074707,1256.07727051,1317.61193848,1167.7902832,1108.66870117,1141.15673828,1302.68591309,1166.734375,1290.29589844,1186.67529297,1382.58520508,1157.17004395,1139.78479004
21,0.0117377208542,56.9304102319,1.06079180059,1065.37084961,1031.5390625,957.248046875,1020.82781982,1099.73425293,1017.66412354,977.582336426,943.223388672,1022.62060547,983.478637695,1125.67480469,1005.36779785,1135.9543457,968.830993652,951.95526123
22,0.064426312908,14.6335808183,0.177674245725,680.932067871,717.872253418,639.318481445,622.21661377,655.959777832,699.895385742,711.888244629,659.254455566,628.745239258,617.543151855,729.586547852,691.741821289,761.111083984,644.332275391,592.565429688
23,0.0192391997422,17.1799129829,1.30716835083,1206.91882324,1151.0222168,1069.69262695,1170.59973145,1238.40649414,1128.46142578,1115.42700195,1093.54040527,1159.57104492,1098.93444824,1264.56469727,1129.68188477,1311.59960938,1082.47900391,1074.61621094
24,0.0695985186926,18.6990961205,0.169514262283,1223.65808105,1201.34973145,1166.88684082,1221.83520508,1259.4309082,1135.18139648,1086.08361816,1127.79846191,1329.54382324,1112.02111816,1192.98864746,1174.45385742,1407.8671875,1141.11010742,1075.68664551
25,0.0239397572945,20.3349744778,0.432724395018,1046.12719727,1002.42443848,936.440673828,1009.11437988,1054.77075195,994.103027344,998.945617676,965.883056641,989.260498047,954.624633789,1106.74462891,984.971069336,1141.50317383,942.188476562,930.179992676
26,0.0413036510179,25.4648162625,0.405372841403,1202.98400879,1144.87536621,1123.91357422,1220.7286377,1257.25976562,1107.98510742,1065.36303711,1097.9822998,1284.48144531,1114.95178223,1223.23876953,1134.10681152,1325.3770752,1120.93994141,1101.52929688
27,0.0246157646828,36.8285180061,0.594058286438,1082.2109375,1052.83837891,963.551147461,1028.84570312,1101.50622559,1037.35522461,1031.24755859,991.337768555,1015.07427979,990.256164551,1142.44238281,1018.1484375,1171.01220703,990.145874023,959.692932129
28,0.0432585781224,18.2503452923,0.114384090374,962.759521484,958.871887207,876.710327148,914.010498047,980.967895508,940.966918945,919.138671875,879.076904297,907.587768555,887.457824707,1024.77722168,924.951904297,1046.640625,893.80480957,855.747436523
29,0.021136805886,41.0947205201,1.04955099948,1234.30725098,1179.12915039,1103.41455078,1201.1427002,1279.15490723,1152.82275391,1122.8371582,1104.70068359,1202.30615234,1128.81030273,1290.59155273,1155.24389648,1331.29418945,1115.72412109,1105.42346191
30,0.0240357593477,21.765236725,0.319185091725,907.411987305,907.530578613,825.513549805,855.930053711,919.490722656,888.672912598,872.423828125,833.481201172,854.57409668,835.947265625,966.929321289,878.654296875,989.200073242,845.364440918,805.87298584
31,0.0339629597901,22.2299394466,0.286017278401,1201.18188477,1132.25561523,1100.0534668,1203.14428711,1252.7824707,1106.22753906,1058.14135742,1074.79504395,1255.61706543,1113.00927734,1227.59643555,1115.64746094,1293.86108398,1108.45544434,1098.32446289
32,0.0161732132353,16.3502542259,0.279569074396,1197.56494141,1141.99853516,1073.98010254,1162.64147949,1241.10705566,1124.17211914,1087.22570801,1062.59558105,1167.23718262,1099.76025391,1255.74072266,1120.50244141,1281.29968262,1082.28369141,1074.62402344
33,0.0176125654478,24.3909764062,0.90305911595,1222.64111328,1242.86462402,1182.83557129,1197.43615723,1240.68774414,1155.85705566,1103.12792969,1122.27990723,1319.86364746,1120.59313965,1190.3972168,1175.76660156,1428.59692383,1149.50341797,1062.03808594
34,0.0484030081007,23.2052020846,0.480816783018,1162.69921875,1093.97521973,1077.9786377,1183.26513672,1224.58251953,1075.09985352,1025.6875,1046.72045898,1237.53137207,1087.9152832,1182.46618652,1078.07434082,1264.98376465,1095.8046875,1073.27441406
35,0.025482275823,26.9119239855,0.875369328,1080.78649902,1046.98144531,961.239440918,1031.20751953,1096.96166992,1032.38134766,1029.85339355,994.191650391,1014.99334717,986.634643555,1141.36181641,1015.52215576,1171.78942871,983.838317871,958.486816406
36,0.0520272927446,25.2067569556,0.19993363756,1141.66503906,1088.26489258,1029.10131836,1108.33398438,1181.56689453,1075.34484863,1024.47253418,1002.7088623,1119.28759766,1051.31274414,1196.19274902,1065.77514648,1209.38415527,1034.33605957,1028.44543457
37,0.0506009753623,20.2854464168,0.237066825469,997.497802734,975.119873047,889.384887695,948.027282715,1003.15612793,963.573974609,965.668029785,934.53314209,932.985351562,912.110717773,1055.09814453,939.505493164,1081.66796875,916.872070312,883.495788574
38,0.0634790839136,13.5404237828,0.530731377081,1141.73059082,1096.421875,1014.59338379,1096.36621094,1165.54431152,1080.51977539,1073.52709961,1039.39648438,1080.86669922,1041.80212402,1204.47094727,1070.80664062,1239.12780762,1030.39123535,1014.26696777
39,0.0364150949845,18.4095505556,0.494333941515,1240.09570312,1176.9375,1098.69140625,1207.94055176,1280.19262695,1154.90185547,1132.51696777,1121.84423828,1204.78015137,1130.91467285,1290.82434082,1161.22802734,1348.17651367,1115.28710938,1105.76745605
40,0.0214172420179,33.3836890724,0.943829779494,1242.70776367,1179.64562988,1125.71875,1227.06164551,1296.54162598,1154.95153809,1106.53271484,1110.7421875,1253.37475586,1147.5402832,1288.85961914,1161.4888916,1338.75927734,1132.36621094,1124.81677246
41,0.0566482661981,27.7726271546,0.372889548376,1048.77746582,1014.64727783,943.255004883,1003.71398926,1079.69799805,1002.1619873,961.881713867,927.171875,1007.046875,963.86920166,1105.98547363,990.499694824,1116.09313965,953.061218262,936.134399414
42,0.0278436900901,18.3931931461,0.296036792273,895.413757324,879.313659668,801.900695801,849.892456055,892.652587891,878.414306641,879.13671875,859.189208984,836.678710938,819.617675781,949.416381836,847.051879883,973.044433594,832.904663086,793.058898926
43,0.0497244502159,19.9435613565,0.394188636461,1228.02490234,1170.0567627,1137.07824707,1232.98852539,1280.93774414,1125.22436523,1074.25842285,1114.1192627,1305.28515625,1128.48742676,1236.76062012,1154.40185547,1351.48413086,1135.51879883,1111.35510254
44,0.0144131897553,29.2510024632,0.637947224326,1157.43481445,1109.86254883,1028.47631836,1113.67871094,1184.10119629,1091.92834473,1085.06860352,1050.99072266,1098.16516113,1056.16137695,1220.53796387,1085.95935059,1255.82751465,1043.85986328,1029.1315918
45,0.0214821997984,30.774174766,0.638899311974,1122.98999023,1043.50366211,1008.45355225,1113.90808105,1181.67211914,1049.87963867,990.564208984,978.634521484,1148.14953613,1060.09814453,1157.39892578,1023.10742188,1180.75366211,1041.73132324,1036.16345215
46,0.0230563013955,33.731961263,1.04020072944,1093.67431641,1044.48657227,979.328125,1053.15673828,1130.14428711,1034.94897461,982.408630371,957.025878906,1064.21362305,1005.85375977,1145.6036377,1021.58843994,1153.57824707,989.50982666,981.600585938
47,0.0128246016811,39.6585110896,1.07575250872,1032.77197266,1008.23974609,931.195556641,986.666015625,1062.55236816,993.023620605,958.285400391,921.04309082,985.684753418,953.269226074,1094.43994141,980.828979492,1107.98706055,943.721191406,921.128295898
48,0.0372348132289,12.364956565,0.172107592133,984.782592773,950.945556641,885.010253906,932.939758301,1006.91357422,956.60144043,919.375244141,868.583251953,937.766784668,912.101928711,1043.29052734,932.319763184,1041.94177246,897.416015625,878.609985352
49,0.0471776053311,35.5807389642,0.482550485715,1284.05541992,1231.43164062,1153.73901367,1236.95153809,1306.7097168,1155.97937012,1099.45214844,1159.56420898,1356.10107422,1136.4050293,1232.58007812,1223.64453125,1432.46472168,1138.42895508,1102.32922363
50,0.0283297647952,14.4076274248,0.191362949554,800.868041992,804.219482422,719.48828125,752.938598633,797.182983398,805.612670898,797.763793945,782.854248047,745.973083496,730.159545898,850.400634766,764.55456543,869.610534668,755.893798828,708.135559082
51,0.011097543122,29.3061539408,1.16545646391,1260.49023438,1219.25439453,1159.67370605,1230.53552246,1290.56469727,1151.32995605,1095.08325195,1146.72290039,1349.93188477,1124.06945801,1217.81237793,1205.76501465,1422.73205566,1136.32409668,1092.16430664
52,0.0169325197973,30.3596738471,1.48884286695,1118.3137207,1030.54443359,1000.03320312,1128.0369873,1195.95751953,1060.80810547,980.017578125,970.616210938,1165.88037109,1072.72766113,1145.27587891,1002.58642578,1179.27270508,1063.02441406,1046.39855957
53,0.0136172565702,29.8359645412,2.08522456151,1109.36108398,1039.81835938,992.72845459,1082.10302734,1151.78381348,1041.53344727,989.064880371,967.933105469,1106.95239258,1035.6036377,1153.65576172,1022.12475586,1161.08959961,1013.00549316,1011.13562012
54,0.0183384152145,40.9317377787,1.03569079371,1120.67553711,1037.9630127,998.021240234,1104.34594727,1180.17529297,1058.97375488,988.686279297,966.294799805,1136.70581055,1054.9407959,1155.58886719,1015.74560547,1168.21679688,1034.91210938,1032.5534668
55,0.0426868455495,22.9842680386,0.431813396067,929.161254883,921.826660156,846.516723633,879.79119873,942.99810791,904.283813477,890.409179688,847.09387207,880.099365234,856.192565918,988.944824219,898.4609375,1008.84619141,857.251098633,824.450683594
56,0.0353475298249,14.1374989016,0.11889556835,1132.34814453,1086.37341309,1006.11999512,1082.82446289,1157.96057129,1076.41296387,1065.44702148,1027.80297852,1069.11425781,1036.53088379,1194.75024414,1063.44018555,1226.02954102,1028.56787109,1005.9543457
57,0.0198235742538,23.9478706099,1.36222202547,1262.53173828,1213.1776123,1157.55212402,1244.46875,1301.24560547,1148.05175781,1098.68432617,1151.3581543,1341.08862305,1142.79101562,1245.39575195,1201.47338867,1409.50109863,1148.59460449,1115.68383789
58,0.0458451544458,26.4043328047,1.03218854183,1173.68969727,1101.73339844,1077.92773438,1183.1706543,1230.06738281,1089.64916992,1034.18945312,1048.88342285,1234.70568848,1095.87988281,1201.4942627,1086.82421875,1263.27563477,1089.40734863,1080.92407227
59,0.0225731915992,29.8243510004,1.32580760846,1020.43707275,998.596679688,908.065063477,967.029541016,1029.32006836,984.410888672,983.694396973,949.99987793,952.86529541,931.87121582,1077.56494141,960.246337891,1103.9276123,938.935791016,903.104858398
60,0.0306915628283,20.0709414605,0.210645488101,1105.16650391,1055.42675781,989.301086426,1065.13818359,1146.94482422,1045.80810547,994.572265625,968.062316895,1076.51159668,1017.51977539,1158.81542969,1032.41723633,1166.45483398,999.069580078,992.497070312
61,0.0683412051961,28.7354919503,1.5523037979,1221.38012695,1155.03198242,1113.81640625,1215.58044434,1276.10437012,1135.63012695,1073.53771973,1087.52722168,1253.87890625,1139.54772949,1263.62414551,1136.99291992,1314.16650391,1123.56799316,1114.94189453
62,0.0361039163983,21.9653280993,1.44215293549,787.531616211,781.100830078,710.435791016,750.943481445,780.357421875,779.155334473,781.02520752,770.47833252,738.298339844,719.762573242,837.390258789,748.806030273,859.288146973,735.46484375,698.770690918
63,0.0321892604689,17.5884731568,0.304370534636,1194.56787109,1145.95996094,1070.32678223,1156.31628418,1237.16723633,1121.75341797,1091.61572266,1065.04833984,1156.35205078,1095.2779541,1254.66247559,1119.52197266,1283.6171875,1083.01196289,1069.60461426
64,0.0391154131913,28.3805592707,0.211004817121,1237.69726562,1178.38647461,1137.62744141,1238.63354492,1289.43847656,1146.36279297,1082.83959961,1115.35791016,1300.59814453,1148.82666016,1261.87097168,1161.00341797,1355.25366211,1145.08459473,1125.03466797
65,0.0252623337576,27.3845442368,1.47887709959,1030.88317871,1008.20861816,918.034423828,974.89050293,1043.91027832,996.509155273,991.601257324,952.545898438,962.298095703,942.817871094,1088.43249512,972.087890625,1114.27783203,951.561401367,913.399291992
66,0.0163868959547,23.6677646857,0.348093305086,1135.06103516,1083.50683594,1022.99542236,1100.28723145,1173.74487305,1068.77612305,1020.44250488,997.174926758,1109.52563477,1044.36767578,1189.6361084,1060.46154785,1202.50683594,1027.9407959,1021.10827637
67,0.0335275103269,17.7105545692,0.209676817308,1165.89465332,1104.34667969,1095.04785156,1195.44335938,1229.97387695,1091.02624512,1035.13537598,1054.95300293,1256.37060547,1104.93701172,1186.64709473,1081.65368652,1281.47229004,1112.50537109,1082.75292969
68,0.0148560929093,50.1109077555,2.57051418919,1239.74633789,1176.64355469,1134.42456055,1238.40112305,1292.66540527,1138.91723633,1084.93115234,1118.26257324,1290.88891602,1148.96313477,1267.54553223,1162.51147461,1353.37023926,1142.15991211,1125.68701172
69,0.0377976229351,26.3062542512,0.725286914164,788.173461914,803.692138672,725.64440918,732.400512695,783.982177734,790.536132812,787.109985352,744.289978027,737.902709961,724.034545898,842.087219238,778.682250977,867.138977051,744.132629395,697.153137207
70,0.0342553695332,37.2487156208,3.0039243451,1090.12927246,1060.52209473,973.283752441,1037.69067383,1112.88024902,1044.3939209,1034.09643555,992.888305664,1024.71179199,998.665649414,1151.05151367,1026.87329102,1179.87316895,998.62487793,967.696533203
71,0.0604850643718,12.4794270491,0.409486593435,879.748046875,883.827209473,789.946044922,822.398620605,881.563598633,876.091369629,866.840881348,836.088867188,816.466552734,804.857543945,932.006713867,840.07598877,952.197875977,829.213806152,778.628295898
72,0.0281820474501,17.8480211983,0.769618665819,1270.08740234,1207.0625,1132.93481445,1242.32641602,1318.86889648,1170.70397949,1136.2121582,1150.53991699,1259.66748047,1152.91491699,1302.26904297,1193.26306152,1384.08813477,1146.15136719,1130.95788574
73,0.0221764713504,44.276264289,1.33834006551,1230.671875,1176.51342773,1142.01025391,1234.62268066,1277.40405273,1135.67895508,1084.08557129,1118.6315918,1309.38635254,1132.359375,1241.8984375,1161.4934082,1358.08911133,1137.29138184,1113.99182129
74,0.0315869999813,24.0827887564,0.322246301001,842.479736328,853.124023438,768.692871094,789.048583984,847.559509277,836.979736328,825.288330078,788.665649414,788.652648926,774.576965332,898.47277832,820.327758789,921.325012207,793.626831055,748.030700684
75,0.0552164815287,31.5522299321,0.695051700124,1171.87512207,1122.35974121,1052.78808594,1135.87915039,1214.57543945,1104.74621582,1068.09204102,1039.54077148,1138.20019531,1076.83947754,1231.8248291,1098.95837402,1253.25146484,1061.17675781,1051.171875
76,0.0333923086609,18.9205082984,0.342651774656,819.749389648,816.799560547,736.676330566,776.160461426,816.465637207,816.52746582,813.701416016,801.071777344,765.592712402,749.074157715,870.71862793,779.583740234,891.901733398,769.863769531,725.977905273
77,0.025380437027,14.7658409994,0.747785009534,1234.03759766,1169.18579102,1126.03735352,1227.29626465,1288.91186523,1145.91748047,1086.37390137,1102.38671875,1263.30053711,1149.9465332,1276.42443848,1151.04162598,1331.77783203,1132.97924805,1123.33410645
78,0.0133192361987,23.1622347002,0.889793391258,1250.48706055,1215.390625,1162.83117676,1229.44567871,1280.5246582,1146.67224121,1092.31628418,1145.00463867,1348.71240234,1124.88183594,1208.61242676,1201.07067871,1427.23950195,1135.67041016,1083.70837402
79,0.0300451053345,32.2019320063,1.34424742183,1152.16931152,1114.16625977,1120.14233398,1207.59692383,1221.59484863,1090.15795898,1039.08154297,1073.00732422,1277.33984375,1094.9732666,1157.93847656,1083.96716309,1319.34375,1129.02148438,1066.08227539
80,0.0213315989586,29.7360491824,0.714852415572,1018.62695312,1003.62280273,916.420776367,965.244628906,1040.97192383,990.182861328,974.21105957,929.990722656,957.021606445,936.527832031,1080.1427002,969.152832031,1103.94836426,939.862976074,904.195678711
81,0.0340156279522,21.3076511002,0.322257176305,1110.18884277,1054.72521973,994.239868164,1073.79785156,1147.14160156,1040.24804688,987.881591797,969.864624023,1089.69555664,1021.97485352,1157.99682617,1032.60192871,1168.72143555,1004.9744873,1000.04278564
82,0.0181276804447,37.7395765774,1.30509179503,1211.5949707,1152.61547852,1089.56298828,1182.35107422,1259.57800293,1133.49072266,1091.8939209,1075.27050781,1193.16271973,1115.2800293,1267.37011719,1132.05419922,1295.99658203,1097.80578613,1091.24755859
83,0.0331022090952,24.1028374008,0.803917896028,989.463134766,964.60534668,893.315002441,940.749938965,1010.25,953.248718262,915.763793945,880.440185547,943.182312012,908.105895996,1043.15576172,940.62487793,1057.14013672,900.49609375,879.836303711
84,0.0699914917958,23.2749553576,0.132761660576,1166.28466797,1118.53442383,1045.28637695,1126.25109863,1205.78112793,1099.66967773,1070.03735352,1038.2355957,1124.04760742,1069.62414551,1226.66552734,1094.7980957,1251.73632812,1055.54760742,1042.54748535
85,0.0629097124226,12.8688158473,0.189773547948,909.798950195,886.773803711,816.63293457,872.555175781,907.428100586,878.947265625,887.136291504,861.966430664,853.655273438,830.76159668,965.095092773,860.359741211,992.44519043,834.271606445,808.333618164
86,0.0390237578277,36.9766379904,1.5857571613,1256.59484863,1193.54016113,1114.05493164,1227.60021973,1303.32006836,1163.49279785,1135.78442383,1137.61987305,1232.02246094,1142.98083496,1298.84680176,1178.20861816,1368.05566406,1132.35693359,1119.63745117
87,0.0208215791924,23.1341348042,0.270355887243,843.119628906,845.821533203,755.854125977,788.204772949,840.635620117,843.630249023,834.211303711,812.764526367,782.72076416,769.263427734,892.556274414,804.014648438,912.128356934,795.566772461,745.453308105
88,0.0313655205811,26.7340069408,1.31234402874,1181.76855469,1114.51171875,1090.10058594,1192.64941406,1237.68518066,1092.6138916,1027.86047363,1056.17150879,1251.36035156,1101.72998047,1202.35070801,1092.72875977,1277.32788086,1098.75134277,1086.59655762
89,0.0387457903145,23.4472691166,0.580110443755,1123.75952148,1085.63891602,1007.85046387,1078.96398926,1157.58898926,1070.25769043,1043.68994141,1004.64575195,1072.66101074,1033.84289551,1186.63989258,1058.92590332,1209.25756836,1021.23657227,1001.77062988
90,0.0477886263648,14.17891541,0.458509259048,1149.4284668,1108.02355957,1026.18481445,1102.78137207,1181.6282959,1089.51953125,1076.04528809,1036.67077637,1091.11206055,1053.64807129,1212.67871094,1080.0958252,1243.5645752,1044.75109863,1023.16943359
91,0.0259784913306,31.909587511,0.285688198612,1271.60693359,1214.28381348,1151.28100586,1255.50317383,1325.10009766,1172.79858398,1129.40893555,1150.16271973,1287.94140625,1164.12536621,1302.28442383,1195.68737793,1386.97009277,1158.94372559,1142.08093262
92,0.0251937155986,42.8643540641,1.73545476978,1049.75268555,1026.6517334,950.346496582,1005.25854492,1078.62915039,1009.75762939,978.832641602,941.123291016,1000.14916992,968.488952637,1112.25158691,996.428588867,1131.10351562,961.436462402,935.644958496
93,0.0199428465438,50.1791630619,3.16849983261,845.55859375,855.681335449,770.803894043,791.534729004,848.710693359,844.87890625,831.191772461,795.149536133,788.32598877,777.750610352,901.801879883,819.418212891,921.799194336,797.519775391,750.363342285
94,0.0602306851491,11.0344210844,0.25657143993,757.730041504,775.032104492,694.911743164,702.517700195,750.293518066,764.589599609,760.03137207,721.777832031,706.327758789,695.090515137,808.758056641,745.331359863,831.502990723,715.97833252,669.50012207
95,0.0208722188017,24.267816291,1.11493213623,1286.36157227,1228.58325195,1152.0020752,1259.33520508,1333.40380859,1177.16101074,1129.87158203,1168.97131348,1304.22094727,1156.72827148,1291.56188965,1217.55566406,1410.48120117,1157.22021484,1135.03393555
96,0.031980131802,23.2692546367,0.536953899485,1173.9831543,1102.12902832,1069.984375,1173.7767334,1227.86816406,1087.06799316,1035.73852539,1043.48181152,1220.10522461,1100.05493164,1209.17553711,1085.42114258,1253.83984375,1084.26635742,1080.36413574
97,0.047827628541,31.3431885333,1.1782012836,1185.62573242,1132.46691895,1064.8581543,1150.70996094,1228.88842773,1113.99145508,1074.30285645,1049.51782227,1156.1583252,1089.09313965,1243.38989258,1109.03356934,1265.44824219,1072.30761719,1064.22216797
98,0.0275749047123,28.6662065523,0.91197546396,885.432678223,880.395080566,791.920654297,834.098510742,884.345581055,874.23614502,872.103271484,852.846130371,824.709228516,808.033691406,937.090087891,839.245422363,959.049316406,829.578735352,782.966430664
99,0.0193081647742,46.1594067402,1.09214459632,1104.5012207,1070.17358398,995.977294922,1062.75012207,1139.41430664,1052.19628906,1020.90039062,983.020629883,1059.58605957,1018.36999512,1167.17102051,1041.58898926,1183.51696777,1004.34936523,986.657348633
100,0.019769358816,25.6123411621,0.62803916703,829.146118164,840.340393066,759.40838623,776.203674316,831.257629395,824.494750977,818.506347656,777.0625,777.222045898,762.867248535,885.247009277,811.921875,908.996520996,779.345825195,734.753662109
101,0.02923828484,28.7574784442,0.396424109261,1160.42736816,1085.72998047,1052.34423828,1156.14526367,1213.9309082,1075.06445312,1024.41003418,1026.54248047,1196.32336426,1087.83508301,1197.29125977,1070.14318848,1232.7565918,1068.25158691,1067.11865234
102,0.0447366426077,18.1566351936,0.803759523429,1094.75463867,1064.8026123,985.35736084,1049.14550781,1126.99267578,1047.74719238,1021.5279541,979.667236328,1042.75805664,1008.14367676,1158.5213623,1034.98571777,1178.31604004,998.064697266,975.361938477
103,0.0149360363084,27.442613379,1.60188460355,1230.56860352,1172.20178223,1098.16625977,1195.36401367,1272.83959961,1149.76586914,1124.22338867,1102.81152344,1192.81176758,1124.21374512,1288.24450684,1151.44580078,1328.44848633,1110.63232422,1100.31188965
104,0.0135653560051,21.8657217672,0.309894225384,1138.34899902,1058.12084961,1032.63256836,1144.81665039,1203.4342041,1060.85632324,1001.96069336,1002.08551025,1186.35461426,1076.93786621,1166.52514648,1039.2935791,1211.23791504,1067.13049316,1054.68334961
105,0.020971682338,15.0725091806,1.08906945384,1162.49609375,1134.56604004,1143.8125,1217.60131836,1230.90014648,1100.93054199,1053.68676758,1091.99328613,1294.14001465,1098.88586426,1160.60131836,1104.06518555,1349.90759277,1137.87072754,1064.8260498
106,0.0436450114244,19.7126088541,0.597579479026,1242.38464355,1227.20263672,1177.90283203,1221.00390625,1269.14477539,1169.69555664,1101.79943848,1129.06469727,1343.94836426,1137.4588623,1205.61364746,1185.44250488,1429.66943359,1152.60314941,1079.84191895
107,0.0503654939606,20.462485545,0.169093680551,1203.66992188,1150.32470703,1073.12695312,1163.40332031,1241.59399414,1130.89318848,1111.52539062,1081.36755371,1154.78356934,1099.9498291,1265.43676758,1127.72436523,1300.6932373,1086.38049316,1073.59277344
108,0.0131847118613,30.0246506411,0.444736786729,1138.72460938,1094.05273438,1011.9967041,1093.09375,1162.18847656,1078.29785156,1071.48828125,1037.30297852,1077.55566406,1039.27868652,1201.36413574,1068.07299805,1235.8046875,1028.12072754,1011.48449707
109,0.0366783312032,19.0418601379,0.78627221798,1119.71704102,1034.63549805,994.090087891,1103.46069336,1182.25317383,1058.92248535,986.028198242,964.370483398,1136.27783203,1061.12731934,1156.30749512,1011.80383301,1164.58203125,1036.6628418,1034.52294922
110,0.0175179131237,16.3998869813,0.231399105877,1237.31420898,1173.81469727,1115.7442627,1216.05065918,1289.7130127,1149.9276123,1106.13464355,1103.71704102,1234.43823242,1139.68115234,1287.24938965,1155.77148438,1329.3684082,1123.75744629,1116.79199219
